JobID|JobName|State|Elapsed|ExitCode|Partition|QOS|AllocTRES
870103_39|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_39.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_39.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_40|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_40.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_40.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_41|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_41.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_41.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_42|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_42.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_42.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_43|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_43.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_43.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_44|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_44.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_44.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_45|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_45.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_45.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_46|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_46.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_46.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_47|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_47.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_47.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_48|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_48.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_48.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_49|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_49.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_49.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_50|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_50.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_50.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_51|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_51.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_51.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_52|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_52.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_52.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_53|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_53.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_53.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_54|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_54.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_54.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_55|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_55.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_55.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_56|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_56.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_56.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_57|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_57.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_57.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_58|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_58.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_58.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_59|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_59.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_59.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_60|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_60.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_60.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_61|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_61.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_61.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_62|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_62.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_62.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_63|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_63.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_63.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_64|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_64.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_64.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_65|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_65.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_65.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_66|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_66.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_66.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_67|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_67.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_67.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_68|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_68.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_68.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_69|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_69.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_69.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_70|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_70.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_70.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_71|nat-ev-v2-r4lGen|FAILED|00:00:01|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_71.batch|batch|FAILED|00:00:01|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_71.extern|extern|COMPLETED|00:00:01|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_72|nat-ev-v2-r4lGen|FAILED|00:00:00|1:0|pomplun|pomplun|billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_72.batch|batch|FAILED|00:00:00|1:0|||cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
870103_72.extern|extern|COMPLETED|00:00:00|0:0|||billing=3618,cpu=16,gres/gpu:h200=1,gres/gpu=1,mem=180G,node=1
